Node Name,Community,t-SNE X,t-SNE Y
Erlotinib,7,11.492656,-23.983461
SNRPE,4,3.0460408,31.716824
COA3,1,31.461079,1.475186
AGR2,7,10.606955,-25.158129
DIDO1,1,29.694431,2.3752785
RIF1,1,30.971159,-0.7626673
BCR,6,-22.881952,10.464155
Prexasertib,6,-23.866217,7.9196954
CBX2,2,-7.8729353,7.4272966
GID8,1,31.461079,1.475186
YWHAB,7,10.606955,-25.158129
PSMB7,1,31.461079,1.475186
WASF1,6,-28.06141,8.249994
NVP-TAE684,6,-26.504627,11.08436
FARSA,6,-22.987556,5.106563
ARPC5,8,-14.960931,-14.241842
SLAIN2,4,1.3561968,33.159035
NR2C2,1,29.694431,2.3752785
MYDGF,8,-17.08009,-15.332486
TSTD1,3,5.818312,4.9589767
MAPK3,3,5.818312,4.9589767
CLN5,3,5.818312,4.9589767
CLYBL,7,9.761072,-22.36084
TEX264,6,-24.09587,4.554635
VLDLR,4,3.0460408,31.716824
BMX-IN-1,3,5.818312,4.9589767
DNAJA2,7,8.975168,-24.748348
Daporinad,7,10.208709,-23.82404
UBE3A,6,-23.501343,9.545415
PIP4K2C,3,5.818312,4.9589767
AP3D1,3,5.818312,4.9589767
UPF1,7,8.975168,-24.748348
SPTLC2,1,28.148022,1.2325627
PUS7,4,3.6777396,33.7389
ANO6,7,7.8588586,-28.659115
COLGALT1,4,1.3561968,33.159035
ATP1A3,6,-25.682487,11.315032
UBL3,8,-13.658935,-15.481944
LZIC,6,-23.866217,7.9196954
CROCC,6,-24.520708,7.305622
ARNT,6,-23.853613,9.68942
VPS4A,7,9.185683,-26.325819
EEF1AKNMT,7,8.975168,-24.748348
XRCC4,7,9.352844,-28.078655
MSRB2,3,5.818312,4.9589767
RPL32,7,8.975168,-24.748348
MPHOSPH6,3,5.818312,4.9589767
PUM1,6,-26.31497,10.234676
SNRPC,7,8.975168,-24.748348
GPHN,6,-25.397577,9.187097
PDIA3,3,5.818312,4.9589767
MRPL39,4,3.6777396,33.7389
C12orf57,7,12.689264,-23.492851
MRPL41,6,-21.548613,6.431877
ATL2,1,31.461079,1.475186
NDUFA8,8,-17.388786,-17.985046
UBE2V1,7,6.865561,-25.846622
PLP2,6,-21.551262,8.074102
SSBP1,4,3.0460408,31.716824
GEMIN6,7,8.975168,-24.748348
MARCKS,4,3.6777396,33.7389
NUP160,7,11.440006,-26.360397
SPN,8,-15.229378,-15.221743
NIPSNAP1,1,33.39714,2.727324
YWHAQ,7,12.223414,-25.122896
CAPN2,4,3.0460408,31.716824
CENPC,4,3.8479035,35.822636
NECAP2,6,-23.169724,7.0830884
Afatinib,1,31.461079,1.475186
TRMT1L,6,-22.5698,10.979571
ADPGK,6,-25.682487,11.315032
ERBB2,1,30.971159,-0.7626673
ILKAP,6,-21.65938,9.847541
SMC1A,6,-24.520708,7.305622
PLEK,6,-20.89784,9.833821
Buparlisib,1,33.246178,0.14463937
QL-XII-47,7,8.975168,-24.748348
THOC3,7,12.158046,-22.5245
TCEA1,7,7.8420954,-23.469748
SPC25,1,31.461079,1.475186
MCM7,6,-25.266077,8.45304
MINPP1,7,11.440006,-26.360397
PDCD2L,3,5.818312,4.9589767
RAB8B,4,1.6979952,35.22414
PRKCA,9,30.375559,29.66313
Oxaliplatin,6,-26.31497,10.234676
CPSF6,6,-21.65938,9.847541
YWHAG,7,11.859526,-28.340626
EHMT1,8,-15.229378,-15.221743
METAP1,7,9.383503,-28.918146
RPL29,7,8.449422,-23.168524
CDH2,4,3.6777396,33.7389
SEC61G,4,1.3561968,33.159035
PSMB6,7,9.383503,-28.918146
RPL38,7,10.606955,-25.158129
TL-1-85,1,31.535595,3.6769361
ARMC9,8,-14.453148,-14.9088545
Entinostat,6,-24.520708,7.305622
EPHB4,1,31.461079,1.475186
MTX2,8,-16.577286,-14.415894
PYCR1,1,31.461079,1.475186
COG6,3,5.818312,4.9589767
ECHS1,1,31.535595,3.6769361
ALB,8,-14.661717,-12.032467
RNH1,7,9.185683,-26.325819
NUP85,7,7.26232,-24.524055
PTBP3,1,31.461079,1.475186
RPS21,7,8.127494,-26.01842
Flavopiridol,9,30.375137,29.66308
JQ1,7,10.903719,-22.689518
TTC4,7,8.975168,-24.748348
TXN,9,30.375559,29.66313
GLA,8,-13.699264,-11.775807
FOXRED1,6,-20.254246,9.863182
ZC3HC1,6,-27.567587,9.681767
POLE4,7,7.341342,-22.762522
SLC7A5,1,29.658754,0.42523578
EPS8,8,-16.577286,-14.415894
CADM1,1,31.461079,1.475186
PEF1,8,-15.33519,-16.133198
CHP1,8,-13.696548,-14.89723
PTPA,3,5.818312,4.9589767
ARCN1,7,7.8420954,-23.469748
PF-3644022,6,-23.098373,9.413627
BCAT1,6,-23.37887,10.876363
HEXA,6,-19.351442,8.87684
ZNF207,7,8.449422,-23.168524
PSME2,7,5.8195844,-25.902046
RPF2,7,7.26232,-24.524055
NAXD,6,-23.409273,12.005476
CDH13,7,10.903719,-22.689518
IGF2BP2,8,-15.602947,-13.853488
Paclitaxel,6,-24.448906,8.431987
THZ-2-102-1,7,9.185683,-26.325819
COL6A2,4,3.6777396,33.7389
CTTN,1,30.971159,-0.7626673
Tubastatin A,7,12.223414,-25.122896
GPNMB,8,-16.174465,-15.211972
RSRC1,1,28.148022,1.2325627
SELENOF,6,-19.351778,7.914382
CPD,8,-13.817157,-17.655865
DNAJC1,3,5.818312,4.9589767
EPPK1,1,29.694431,2.3752785
ARF6,4,1.6979952,35.22414
LDLR,4,1.6979952,35.22414
GTF2F1,7,8.975168,-24.748348
BX795,4,3.6777396,33.7389
SLC30A1,6,-22.367323,7.1486425
UBAP2,6,-23.192726,6.331974
C11orf68,4,3.0460408,31.716824
NDUFAF5,6,-27.211884,8.930026
RBM3,1,28.148022,1.2325627
HNRNPA1,8,-12.7942095,-13.320471
EMC2,6,-25.056162,9.279573
RSU1,4,1.3561968,33.159035
ZNF280C,8,-16.200836,-15.672562
MCM3,6,-22.463259,6.235179
POLR2B,8,-12.332989,-18.948732
STRN,1,31.461079,1.475186
SLC25A13,1,28.148022,1.2325627
VPS13A,1,28.148022,1.2325627
LBR,4,3.6777396,33.7389
MDN1,1,31.461079,1.475186
ACTR2,8,-13.109699,-16.076801
TMEM192,3,5.818312,4.9589767
RBM27,4,3.6777396,33.7389
HSPA9,6,-23.940716,11.243409
ADGRG1,4,3.6777396,33.7389
KIF2A,6,-27.567587,9.681767
EI24,6,-24.85763,7.7671003
PAPOLA,6,-26.01917,8.279865
PES1,3,5.818312,4.9589767
RAB11B,1,29.658754,0.42523578
MIK-665 / S-64315,4,3.0460408,31.716824
PECR,6,-26.31497,10.234676
CHCHD3,8,-16.508015,-13.279148
GET4,6,-25.051474,12.1798
ATP5MG,1,31.461079,1.475186
CAVIN1,4,3.0460408,31.716824
TFIP11,6,-21.31812,7.2791433
TFG,7,10.490726,-27.482845
SUMO1,7,8.975168,-24.748348
SRSF3,6,-26.01917,8.279865
GRSF1,6,-25.266077,8.45304
BCCIP,7,8.975168,-24.748348
HARS2,6,-24.472729,9.940028
PAK1IP1,6,-21.99968,10.448097
EIF2B5,4,3.0460408,31.716824
UBE4A,7,8.33935,-27.342134
PHA-665752,1,31.461079,1.475186
NDUFB10,4,1.3561968,33.159035
PLCG1,8,-13.658935,-15.481944
NSC-207895,9,30.376236,29.66243
SCARB2,3,5.818312,4.9589767
MME,3,5.818312,4.9589767
UNC-2025,6,-25.587248,9.867921
PWP1,1,29.694431,2.3752785
COPS8,7,8.975168,-24.748348
EPS8L2,1,33.39714,2.727324
ACOT7,7,10.876489,-28.910572
RPE,8,-14.79257,-17.957817
UFSP2,4,1.3561968,33.159035
FAH,8,-13.8715,-16.237377
Navitoclax,6,-23.217918,10.006072
RTF1,6,-24.624636,8.162088
PCOLCE,7,10.079381,-26.295023
TAGLN2,7,6.780987,-27.114393
CDK12_1992,4,3.6777396,33.7389
HNRNPLL,6,-21.548613,6.431877
PFDN2,7,11.492656,-23.983461
Uprosertib,3,5.818312,4.9589767
FAM136A,4,1.6979952,35.22414
NTMT1,7,10.079381,-26.295023
USP7,6,-24.520708,7.305622
SNRPD2,3,5.818312,4.9589767
GATC,8,-15.958074,-18.624231
EIF2B3,7,11.440006,-26.360397
TRMT10C,4,1.3561968,33.159035
STAM,8,-11.6402,-15.5882635
NSC-624206,6,-23.217918,10.006072
Cyclophosphamide,6,-24.486494,11.80383
Tanespimycin,9,30.376184,29.662657
CUL3,6,-20.433128,7.658803
FH,4,3.6777396,33.7389
DR1,1,31.461079,1.475186
ARHGAP17,8,-15.088881,-14.556497
FABP3,1,30.971159,-0.7626673
STAG2,8,-16.508015,-13.279148
SERBP1,7,11.440006,-26.360397
BAZ1A,8,-13.658935,-15.481944
POLDIP2,6,-25.771969,5.3257365
GABARAPL2,6,-23.866217,7.9196954
CBR1,7,6.865561,-25.846622
AKR1B1,7,8.33935,-27.342134
CCDC167,8,-13.658935,-15.481944
ACAT2,6,-22.881952,10.464155
OXSM,8,-17.813393,-14.240395
PSMC4,7,10.606955,-25.158129
ZC3H13,8,-12.701469,-18.037233
FABP5,7,11.492656,-23.983461
GAA,1,33.246178,0.14463937
CWC22,8,-12.076325,-16.697844
LRP1,4,3.6777396,33.7389
PTPN13,8,-18.090443,-15.798325
GATAD2A,6,-20.254246,9.863182
LAMTOR2,1,31.461079,1.475186
NUFIP2,9,30.37518,29.663132
MIM1,9,30.37502,29.663195
SPECC1L,4,3.0460408,31.716824
AP1S2,8,-13.884053,-13.573217
PRDX1,7,6.780987,-27.114393
DNPH1,3,5.818312,4.9589767
LRRC8A,1,29.694431,2.3752785
THEM6,1,29.658754,0.42523578
Tenovin-6,4,3.0460408,31.716824
SYMPK,4,1.3561968,33.159035
DAP3,6,-24.656527,9.89772
CEMIP2,4,1.3561968,33.159035
NOM1,6,-24.775938,6.2345233
PUM3,3,5.818312,4.9589767
MGLL,4,1.3561968,33.159035
QL-XI-92,1,29.694431,2.3752785
NUDT5,7,10.208709,-23.82404
CHMP2A,6,-24.897882,11.478053
RAB23,4,3.0460408,31.716824
TIA1,6,-22.778906,7.764724
SACM1L,8,-14.451809,-19.510506
PHF6,6,-23.940716,11.243409
RPRD2,6,-23.933916,9.700838
KRT15,1,28.148022,1.2325627
NBN,3,5.818312,4.9589767
CUEDC2,4,3.0460408,31.716824
P4HB,6,-22.035742,8.8631935
CNNM4,4,3.6777396,33.7389
EXOSC2,4,3.0460408,31.716824
DSG3,1,28.857784,3.8953197
SORT1,8,-13.18,-14.4676285
GALK2,8,-13.884053,-13.573217
BRIX1,3,5.818312,4.9589767
NOVA1,8,-12.376964,-16.008396
COL5A1,3,5.818312,4.9589767
PPP1R1B,8,-17.216398,-16.443352
RPL27,4,3.6777396,33.7389
RBM47,9,30.37502,29.663195
GPALPP1,7,8.449422,-23.168524
FDX1,4,3.0460408,31.716824
GOT1,7,8.975168,-24.748348
POLR3F,1,30.971159,-0.7626673
HAT1,8,-14.507852,-16.601442
WASHC3,8,-15.878713,-15.120906
PLCG2,7,10.208709,-23.82404
TPST1,8,-13.817157,-17.655865
TOP2B,8,-15.933562,-16.887897
PTPN12,8,-11.710347,-17.493399
AHNAK2,4,1.3561968,33.159035
Gemcitabine,7,5.8195844,-25.902046
TMOD1,4,3.8479035,35.822636
AP1G2,7,10.208709,-23.82404
ERAL1,6,-25.61772,7.1115375
MAOA,4,3.6777396,33.7389
PTCD3,8,-13.8715,-16.237377
NDUFA13,8,-15.33519,-16.133198
IPO7,7,6.780987,-27.114393
Midostaurin,4,3.0460408,31.716824
TM9SF1,1,27.627367,2.929447
FADS1,9,30.335232,29.627047
RPS16,4,1.6979952,35.22414
DNTTIP1,9,30.375559,29.66313
UMPS,6,-23.013262,7.814908
UBXN1,7,8.449422,-23.168524
FARSB,6,-21.594496,9.18281
CD320,8,-15.645676,-14.499069
ANXA11,9,30.376184,29.662657
ERC1,4,1.3561968,33.159035
BYSL,1,33.246178,0.14463937
TRAPPC3,7,6.865561,-25.846622
PITPNB,6,-24.938898,7.7333465
SRPRB,6,-23.001265,8.125667
KATNA1,4,1.3561968,33.159035
Dabrafenib,8,-17.697697,-14.8524
VEZF1,6,-22.676653,7.8071065
RABGAP1,8,-15.193458,-17.057009
RAB5B,8,-16.29245,-16.38269
ACTN4,4,3.6777396,33.7389
NDRG3,8,-13.109699,-16.076801
ENG,1,30.971159,-0.7626673
BLVRB,3,5.818312,4.9589767
PIMREG,4,3.8479035,35.822636
PARVG,8,-15.838372,-15.158831
MAIP1,8,-12.770259,-16.9902
NECTIN2,4,3.0460408,31.716824
PMM2,3,5.818312,4.9589767
AT-7519,7,8.33935,-27.342134
DUSP23,7,11.440006,-26.360397
NEFH,8,-15.844083,-15.153482
MRPS31,4,3.6777396,33.7389
ISG15,7,11.440006,-26.360397
MMAB,4,3.0460408,31.716824
AZD8186,3,5.818312,4.9589767
CCDC71L,9,30.376017,29.662949
FBLIM1,4,3.0460408,31.716824
C17orf75,6,-22.919758,9.178388
STT3A,1,29.658754,0.42523578
HLA-DPA1,1,29.694431,2.3752785
HOOK1,7,9.185683,-26.325819
SPINDOC,6,-21.154184,9.616738
IDH1,3,5.818312,4.9589767
NME1,7,8.975168,-24.748348
AFAP1,7,10.490726,-27.482845
KPNA4,4,3.6777396,33.7389
PFKL,3,5.818312,4.9589767
MRPL18,1,33.246178,0.14463937
TOR1AIP2,6,-25.61772,7.1115375
EEF1D,5,-13.447719,-2.5933633
ALKBH5,6,-24.321663,9.243828
GPX4,7,13.399517,-25.808056
BAZ1B,6,-23.501343,9.545415
THOC2,8,-13.658935,-15.481944
ANKZF1,6,-23.853613,9.68942
FAM50A,1,31.461079,1.475186
GLS,4,3.0460408,31.716824
PABPC1,7,8.975168,-24.748348
FAM184B,8,-16.577286,-14.415894
RPAP3,7,11.492656,-23.983461
BTF3L4,6,-24.667267,8.906919
EI1,6,-20.563204,7.046629
GNG2,3,5.818312,4.9589767
EIF4B,7,10.903719,-22.689518
C5orf24,6,-25.266077,8.45304
NDUFS8,4,1.6979952,35.22414
SYK_1543,1,29.658754,0.42523578
CNOT2,8,-14.507837,-16.601435
MDH2,4,3.6777396,33.7389
ACP1,6,-24.656527,9.89772
DYNC1I2,8,-15.602947,-13.853488
RPL5,7,8.975168,-24.748348
SERPINH1,4,1.3561968,33.159035
WDR46,4,3.0460408,31.716824
ARFGEF3,4,1.6979952,35.22414
NOMO1,9,30.376032,29.662527
FLAD1,4,1.3561968,33.159035
SFXN2,4,3.6777396,33.7389
RPS23,7,10.079381,-26.295023
NDUFS4,8,-12.390594,-17.838614
Bleomycin (10 uM),4,3.0460408,31.716824
GNAI3,4,3.0460408,31.716824
ARPC1A,1,29.694431,2.3752785
CTSD,1,29.694431,2.3752785
CD59,6,-25.266077,8.45304
GNAO1,6,-23.866217,7.9196954
CARD19,9,30.375559,29.66313
STAG1,4,1.3561968,33.159035
RAF_7242,8,-13.778136,-14.966683
PRKDC,3,5.818312,4.9589767
SLC27A4,1,28.857784,3.8953197
SAR1A,4,1.3561968,33.159035
ERGIC1,6,-25.266077,8.45304
DYNLRB1,1,33.246178,0.14463937
FAS,6,-24.250154,10.1676445
WARS2,1,29.694431,2.3752785
BPHL,3,5.818312,4.9589767
HNRNPU,4,3.0460408,31.716824
BZW1,7,10.606955,-25.158129
PIN1,6,-21.31812,7.2791433
RAD21,6,-26.623102,5.4717636
AAAS,8,-14.552432,-16.590187
COMMD2,6,-25.051474,12.1798
S100A9,3,5.818312,4.9589767
CLCC1,6,-23.098373,9.413627
MGST1,1,31.461079,1.475186
GCLM,4,1.6979952,35.22414
HOOK3,8,-18.062971,-16.928957
UBE2A,8,-15.843159,-15.156837
BSG,1,31.461079,1.475186
GGH,3,5.818312,4.9589767
NOP56,3,5.818312,4.9589767
LSM12,1,29.694431,2.3752785
SEC23A,4,3.6777396,33.7389
NCAPH,8,-12.694408,-15.1817465
GSK2830371A,6,-22.694384,10.994983
NMD3,8,-17.216398,-16.443352
COX5B,4,3.6777396,33.7389
RECQL,4,3.6777396,33.7389
RUNX1,6,-25.771969,5.3257365
ACBD6,8,-14.389684,-18.493689
ADSL,7,6.780987,-27.114393
SMTN,4,3.6777396,33.7389
CWC25,1,29.694431,2.3752785
RBM7,7,8.975168,-24.748348
NT5C3A,1,29.658754,0.42523578
MBD3,6,-22.058706,7.780086
ERCC6,4,3.6777396,33.7389
NDUFA5,4,1.3561968,33.159035
SYNPO,4,1.3561968,33.159035
TANK_1366,7,9.761072,-22.36084
MAP2,6,-23.001265,8.125667
Refametinib,8,-16.577286,-14.415894
Alpelisib,1,30.971159,-0.7626673
NAE1,6,-22.166187,10.379449
SF1,7,10.079381,-26.295023
RAB2A,7,9.383503,-28.918146
CKAP5,7,10.208709,-23.82404
DHX8,8,-17.08009,-15.332486
GIT2,8,-15.229378,-15.221743
DMAP1,8,-13.817157,-17.655865
ITGB3,8,-14.135547,-16.862804
HG-9-91-01,4,3.0460408,31.716824
ZNF516,1,31.461079,1.475186
RBM4,4,3.6777396,33.7389
PCNT,8,-15.194985,-18.890545
AHSG,4,3.0460408,31.716824
CPSF2,8,-14.453148,-14.9088545
BRI3BP,1,31.461079,1.475186
BCKDK,7,5.9134417,-24.384014
NAA40,8,-15.193458,-17.057009
CHMP6,4,3.0460408,31.716824
NCK2,7,8.33935,-27.342134
EIF3L,7,12.869872,-26.663263
PSPH,3,5.818312,4.9589767
SQSTM1,6,-23.169724,7.0830884
MS023,1,29.694431,2.3752785
PEX14,7,6.5622926,-23.25364
kb NB 142-70,6,-22.753511,8.995824
ECM1,8,-14.505178,-13.940612
C19orf25,6,-22.676653,7.8071065
THUMPD1,3,5.818312,4.9589767
RBM22,8,-17.216398,-16.443352
NIPBL,8,-13.778136,-14.966683
KAT7,6,-23.940716,11.243409
AMFR,6,-24.775938,6.2345233
MRGBP,3,5.818312,4.9589767
Sphingosine Kinase 1 Inhibitor II,7,10.876489,-28.910572
SAFB2,3,5.818312,4.9589767
MEAF6,6,-26.987474,7.155577
RRP12,3,5.818312,4.9589767
LSM1,6,-24.09587,4.554635
CYB5B,8,-14.453148,-14.9088545
GFM1,1,31.461079,1.475186
DGKA,6,-24.665642,8.116407
TL-2-105,4,3.0460408,31.716824
CAPZA1,4,1.3561968,33.159035
WRNIP1,6,-23.028633,8.104063
EIF4G1,7,8.975168,-24.748348
MED30,6,-26.420624,9.355644
RBM28,3,5.818312,4.9589767
CNRIP1,6,-21.80424,5.5972033
RING1,7,7.8420954,-23.469748
PFN2,6,-23.217918,10.006072
SRSF10,8,-15.843159,-15.156837
UBE2N,6,-19.555536,10.288765
ID1,6,-23.894794,6.1665783
RTCB,7,12.482045,-27.564146
CPA4,1,33.39714,2.727324
STRN4,6,-21.549965,9.264275
DDX54,3,5.818312,4.9589767
DHX9,8,-13.829517,-19.40742
NAXE,4,1.6979952,35.22414
NELFE,6,-27.658352,7.479864
NENF,8,-16.787428,-17.293158
Mcl1_7350,4,3.6777396,33.7389
LAD1,1,29.694431,2.3752785
CCT3,7,9.397023,-27.48318
AZD0156,6,-22.987556,5.106563
RPP30,3,5.818312,4.9589767
GNA13,4,3.0460408,31.716824
RPLP0,7,8.975168,-24.748348
Pictilisib,1,31.461079,1.475186
RPL10,7,10.903719,-22.689518
Shikonin,4,3.6777396,33.7389
CTNNA1,7,10.903719,-22.689518
LANCL1,6,-22.68722,8.619866
SCRN1,1,28.857784,3.8953197
STX8,4,1.3561968,33.159035
SLC38A2,4,3.0460408,31.716824
AIFM1,1,31.461079,1.475186
MRFAP1,8,-11.710347,-17.493399
PPIH,7,9.761072,-22.36084
ARHGEF16,4,1.3561968,33.159035
MVB12A,1,28.148022,1.2325627
BET1,3,5.818312,4.9589767
PRXL2A,1,29.658754,0.42523578
GJA1,7,10.079381,-26.295023
MRI1,6,-26.598116,6.7476907
BMS-509744,6,-21.80424,5.5972033
RAI14,4,1.6979952,35.22414
PPP3CA,6,-22.55268,12.364027
P3H3,4,3.6777396,33.7389
KIRREL1,3,5.818312,4.9589767
TTC9,7,10.606955,-25.158129
PLEKHA5,6,-21.80424,5.5972033
CPNE1,4,3.0460408,31.716824
ITGA3,4,3.8479035,35.822636
RPUSD3,8,-13.8715,-16.237377
MRPS22,6,-20.857597,5.637673
TECR,1,28.857784,3.8953197
NUP88,8,-13.566965,-16.91643
COPS7A,8,-16.508015,-13.279148
FAM8A1,7,8.975168,-24.748348
CPQ,8,-13.884053,-13.573217
CLEC11A,8,-14.990061,-14.188886
KHDRBS1,1,31.461079,1.475186
MCU,1,31.461079,1.475186
ACTL6A,6,-27.112001,8.673252
CD47,7,10.606955,-25.158129
COPE,3,5.818312,4.9589767
COL6A1,4,3.0460408,31.716824
RPL28,7,8.127494,-26.01842
MBD2,1,31.461079,1.475186
CSPG4,8,-14.719545,-16.670115
BRAT1,7,6.780987,-27.114393
SNRPD3,8,-15.33519,-16.133198
PTMS,6,-23.905592,6.900854
PDCD5,7,8.127494,-26.01842
HAX1,4,3.0460408,31.716824
PSMF1,7,13.399517,-25.808056
Staurosporine,4,1.3561968,33.159035
DNM1L,6,-26.484657,7.7888446
PIK3AP1,1,31.461079,1.475186
Obatoclax Mesylate,3,5.818312,4.9589767
TMTC3,4,3.0460408,31.716824
NMI,6,-22.13991,7.7806544
ACOT8,7,10.606955,-25.158129
GNPDA1,8,-15.33519,-16.133198
ARPC5L,7,8.33935,-27.342134
PUS1,1,29.694431,2.3752785
FAM169A,8,-13.109699,-16.076801
FUBP3,8,-12.481243,-14.400342
ABCB6,7,10.606955,-25.158129
KIFC1,8,-14.79257,-17.957817
ACAD9,1,30.971159,-0.7626673
IRAK4_1495,6,-21.618168,11.022338
SSH3,1,28.148022,1.2325627
PICALM,4,1.6979952,35.22414
COPG1,3,5.818312,4.9589767
MDP1,4,3.0460408,31.716824
CTSC,1,29.658754,0.42523578
RDH11,7,10.208709,-23.82404
Brigatinib,1,31.461079,1.475186
NUP133,1,29.658754,0.42523578
MCTS1,7,10.876489,-28.910572
RNASEH2A,6,-25.912117,12.4876585
LMO7,1,31.461079,1.475186
SND1,3,5.818312,4.9589767
ACAT1,6,-24.448906,8.431987
WDR36,3,5.818312,4.9589767
SMARCC1,6,-21.154184,9.616738
APP,7,8.975168,-24.748348
ACLY,7,10.903719,-22.689518
SH3GL1,1,31.461079,1.475186
C11orf98,4,3.0460408,31.716824
VAT1,8,-13.658935,-15.481944
ATRX,6,-21.551262,8.074102
DHX30,1,30.971159,-0.7626673
CD532,4,1.3561968,33.159035
PDD00017273,4,1.3561968,33.159035
ITGB4,8,-16.508015,-13.279148
RPL13,7,10.903719,-22.689518
TRIM28,6,-21.179865,10.429757
LCK,7,7.8588586,-28.659115
RER1,1,30.971159,-0.7626673
VAPB,1,29.694431,2.3752785
LOXL2,4,3.6777396,33.7389
PSIP1,6,-23.905592,6.900854
RAB1A,6,-23.866217,7.9196954
CANT1,1,29.694431,2.3752785
IFIT5,7,11.440006,-26.360397
PSMA6,7,9.185683,-26.325819
STAU1,7,10.606955,-25.158129
PSMC6,7,8.127494,-26.01842
GSK1904529A,4,3.6777396,33.7389
KRR1,3,5.818312,4.9589767
CNOT3,7,12.223414,-25.122896
SSR3,7,8.127494,-26.01842
ME3,4,3.6777396,33.7389
SFN,7,9.397023,-27.48318
EIF3D,7,12.869872,-26.663263
PLS3,4,3.6777396,33.7389
Fulvestrant,4,1.3561968,33.159035
SPAG7,1,31.461079,1.475186
RPS14,7,12.223414,-25.122896
LDN-193189,4,3.6777396,33.7389
RRM2,1,31.461079,1.475186
UBAC2,1,31.461079,1.475186
PPM1F,8,-15.33519,-16.133198
PARN,7,10.208709,-23.82404
CTNNB1,1,33.39714,2.727324
YWHAE,7,8.975168,-24.748348
ATP5F1A,4,1.6979952,35.22414
PRRC2C,7,7.408915,-22.007208
PPP1R12C,3,5.818312,4.9589767
ARID3A,6,-23.026245,7.5880384
RANBP2,6,-19.877405,10.713114
KRAS,8,-15.391003,-13.023802
VDAC3,1,31.461079,1.475186
PRSS8,1,30.971159,-0.7626673
FN3KRP,6,-25.703714,7.741731
NDUFB11,4,1.6979952,35.22414
CEP170,8,-13.10572,-14.723476
EIF3A,7,10.490726,-27.482845
ORC2,8,-12.756023,-14.03436
TXLNA,1,31.461079,1.475186
TMUB1,8,-16.787428,-17.293158
IPO9,7,13.374474,-24.510973
SNX18,8,-15.341656,-17.2134
ARPP19,8,-15.602947,-13.853488
PAFAH1B2,6,-23.933916,9.700838
Wnt-C59,1,28.148022,1.2325627
GMFG,7,10.903719,-22.689518
HKDC1,8,-16.508015,-13.279148
SPEN,6,-19.33369,9.5039
RPS29,7,9.383503,-28.918146
EHD2,4,1.3561968,33.159035
DNM2,3,5.818312,4.9589767
CISD1,1,30.971159,-0.7626673
ACY-738,6,-23.891737,9.50172
PRPF38A,8,-15.088881,-14.556497
SNX27,6,-24.448906,8.431987
GNF-2,0,-1.113016,8.646342
NUDT3,6,-24.09587,4.554635
RRP15,3,5.818312,4.9589767
DAAM1,6,-22.223986,8.104785
CENPU,7,7.3137484,-25.448322
ACBD3,3,5.818312,4.9589767
PSMB4,1,31.461079,1.475186
RAB32,1,28.148022,1.2325627
RPS18,7,10.606955,-25.158129
SSR1,6,-22.298399,9.83079
ACP2,7,12.482045,-27.564146
MEST,4,1.3561968,33.159035
USP5,6,-26.29753,6.7048607
LASP1,4,1.3561968,33.159035
SLC25A5,6,-24.775938,6.2345233
GCDH,9,30.375137,29.66308
Trichostatin A,6,-22.463259,6.235179
GRB7,1,29.658754,0.42523578
SLC25A4,8,-14.389684,-18.493689
APMAP,7,8.975168,-24.748348
RAB1B,6,-24.520708,7.305622
USP14,7,10.490726,-27.482845
WDR33,6,-26.420624,9.355644
ERGIC2,7,8.975168,-24.748348
BCKDHB,1,30.971159,-0.7626673
SOD2,7,9.761072,-22.36084
ZFC3H1,7,7.341342,-22.762522
GFPT1,3,5.818312,4.9589767
KPNA2,1,29.658754,0.42523578
SPATS2,6,-25.72166,9.518365
SCAF1,7,9.185683,-26.325819
ARIH2,1,29.694431,2.3752785
DNM1,3,5.818312,4.9589767
MRPS9,8,-12.7225685,-19.307507
JPT2,7,10.490726,-27.482845
ROCK2,9,30.3758,29.663216
UNC0638,4,1.6979952,35.22414
RUVBL2,7,13.399517,-25.808056
FTI-277,4,1.6979952,35.22414
Topotecan,3,5.818312,4.9589767
MGAT2,4,1.3561968,33.159035
PDHB,4,3.6777396,33.7389
ERLEC1,8,-17.388786,-17.985046
HNRNPL,8,-17.509787,-17.082241
5-Fluorouracil,6,-21.65938,9.847541
SLC25A12,6,-25.778135,12.2037325
EPHA2,4,3.6777396,33.7389
TJP3,7,10.606955,-25.158129
GATAD2B,6,-20.563204,7.046629
PFDN1,1,28.148022,1.2325627
SLC30A9,6,-21.618168,11.022338
EHD4,4,3.0460408,31.716824
SLC25A10,6,-23.940716,11.243409
EXOC6B,4,1.3561968,33.159035
BIBF-1120,3,5.818312,4.9589767
GOLGA1,3,5.818312,4.9589767
HSPA8,7,10.490726,-27.482845
ZBTB7A,1,28.315573,-0.8294679
CAMK1D,8,-14.505178,-13.940612
ANXA1,9,30.375706,29.663433
APLP2,7,9.185683,-26.325819
PATJ,1,31.461079,1.475186
CTNND1,1,29.694431,2.3752785
EIF4ENIF1,8,-13.8715,-16.237377
SLC20A1,8,-15.33519,-16.133198
BNIP3,4,3.0460408,31.716824
TPPP3,6,-22.735785,8.995857
PTPN7,8,-11.959967,-14.764973
TBC1D4,4,3.0460408,31.716824
ELL,1,30.971159,-0.7626673
THNSL1,8,-13.117965,-17.63057
ACSF2,1,29.694431,2.3752785
TMOD2,6,-23.894794,6.1665783
HIP1,4,3.8479035,35.822636
